Season,Game,Week,Date,Market,Team,Opponent,Possesions,Possesions Against,Goals,2pt Goals,Goals Against,Score,Score Against,Efficiency,D Efficiency,Unassisted Goals,Unassisted Shots,Unassisted Sh. %,Unassisted goals A,Unassisted Shots Against,Unassisted A%,Assisted Goals,Assisted Shots,Assisted Sh. %,Assisted Goals A,Assisted Sh A,Assisted A%,Shots,Shots A,Dodge G,Dodge Sh,Dodge Sh%,Dodge G A,Dodge Sh A,Dodge Sh% A,Two-man G,Two-man Sh,Two-man Sh%,Two-man G A,Two-man Sh A,Two-man Sh% A,Second Assists,Second AOs,Turnovers,AO-to-TO Ratio,PNR Assists,FB Possesion,FB Goals,FB Shots,FB Points,FB Turnovers,FB %,FB Possesion Against,FB Goals Against,FB Shots Against,FB Points Against,FB CTO,Settled Possesion,Settled Goal,Settled Shots,Settled Poss A,Settled Goals agaisnt,Settled Shots Against,Saves,Save %,Devitte,Unique Goal Scorers,Average Shot Distance,Average Assist Distance,TOP (sec),TOP %,Possession %,Result,Possesion Battle,P&W,Margin,Quality Shots,Tough Shots,Shot Quality Ratio,Quality Shots A,Tough Shots A,Shot Quality A Ratio,Shot Quality Margin,Expected Goals
2019,23,8,8/10/2019,San Jose,Chrome,Whipsnakes,40,34,18,2,13,20,16,0.45,0.38,10,28,0.36,5,20,0.25,8,15,0.53,8,25,0.32,43,45,11,29,0.38,5,22,0.23,3,5,0.60,1,4,0.25,2,3,14,0.57,3,7,3,7,4,0,0.43,12,5,12,6,0,30,15,35,21,5,26,9,0.4,12,7,10.41923024,#DIV/0!,1418,0.49,0.54,W,W,1,4,15,28,1.9,11,34,3.1,-1.2,14.1
2019,23,8,8/10/2019,San Jose,Whipsnakes,Chrome,34,40,13,3,18,16,20,0.38,0.45,5,20,0.25,10,28,0.36,8,25,0.32,8,15,0.53,45,43,5,22,0.23,11,29,0.38,1,4,0.25,3,5,0.60,4,13,12,0.67,1,12,5,12,6,0,0.42,7,3,7,4,0,21,5,26,30,15,35,8,0.3,9,7,11.9738671,#DIV/0!,1105,0.38,0.46,L,L,0,-4,11,34,3.1,15,28,1.9,1.2,14.3
2019,24,8,8/11/2019,San Jose,Atlas,Archers,35,36,11,0,15,11,15,0.31,0.42,4,17,0.24,6,28,0.21,7,29,0.24,9,22,0.41,46,50,7,22,0.32,4,18,0.22,0,4,0.00,5,12,0.42,3,9,12,0.58,0,11,1,11,1,0,0.09,9,4,11,4,0,23,7,25,19,9,30,15,0.5,6,6,10.96489536,#DIV/0!,1136,0.39,0.49,L,L,0,-4,17,29,1.7,23,27,1.2,0.5,15.2
2019,24,8,8/11/2019,San Jose,Archers,Atlas,36,35,15,0,11,15,11,0.42,0.31,6,28,0.21,4,17,0.24,9,22,0.41,7,29,0.24,50,46,4,18,0.22,7,22,0.32,5,12,0.42,0,4,0.00,2,5,10,0.90,4,9,4,11,4,0,0.44,11,1,11,1,0,19,9,30,23,7,25,16,0.6,14,9,9.592875396,#DIV/0!,1330,0.46,0.51,W,W,1,4,23,27,1.2,17,29,1.7,-0.5,16.7
2019,25,9,8/17/2019,Hamilton,Archers,Chaos,47,43,10,0,11,10,11,0.21,0.26,5,29,0.17,4,14,0.29,5,23,0.22,7,22,0.32,52,36,3,17,0.18,5,20,0.25,3,20,0.15,2,6,0.33,0,0,15,0.33,2,12,3,12,3,0,0.25,10,4,9,4,1,34,7,36,24,4,20,13,0.5,0,7,10.31956796,#DIV/0!,1588,0.55,0.52,L,W,0,-1,10,42,4.2,19,17,0.9,3.3,15.0
2019,25,9,8/17/2019,Hamilton,Chaos,Archers,43,47,11,0,10,11,10,0.26,0.21,4,14,0.29,5,29,0.17,7,22,0.32,5,23,0.22,36,52,5,20,0.25,3,17,0.18,2,6,0.33,3,20,0.15,2,2,17,0.41,1,10,4,9,4,1,0.40,12,3,12,3,0,24,4,20,34,7,36,16,0.6,1,7,9.528909082,#DIV/0!,1239,0.43,0.48,W,L,0,1,19,17,0.9,10,42,4.2,-3.3,14.3
2019,26,9,8/17/2019,Hamilton,Chrome,Atlas,41,46,14,0,15,14,17,0.34,0.33,7,17,0.41,6,24,0.25,7,15,0.47,9,18,0.50,32,42,10,20,0.50,5,12,0.42,2,7,0.29,5,16,0.31,2,3,15,0.47,2,5,2,4,2,1,0.40,11,4,11,5,0,26,8,23,28,10,27,11,0.4,6,8,10.09209223,#DIV/0!,1133,0.39,0.47,L,L,0,-3,12,20,1.7,16,26,1.6,0.0,12.0
2019,26,9,8/17/2019,Hamilton,Atlas,Chrome,46,41,15,2,14,17,14,0.33,0.34,6,24,0.25,7,17,0.41,9,18,0.50,7,15,0.47,42,32,5,12,0.42,10,20,0.50,5,16,0.31,2,7,0.29,3,5,13,0.69,2,11,4,11,5,0,0.36,5,2,4,2,1,28,10,27,26,8,23,8,0.4,11,9,10.63294778,#DIV/0!,1216,0.42,0.53,W,W,1,3,16,26,1.6,12,20,1.7,0.0,14.9
2019,27,9,8/18/2019,Hamilton,Whipsnakes,Redwoods,42,37,16,1,4,17,4,0.38,0.11,2,10,0.20,0,21,0.00,14,34,0.41,4,14,0.29,44,35,8,23,0.35,2,18,0.11,4,10,0.40,0,6,0.00,3,3,14,1.00,3,10,4,9,4,3,0.40,11,0,7,0,4,27,10,30,26,2,22,13,0.8,16,9,10.40891927,#DIV/0!,1230,0.43,0.53,W,W,1,13,19,25,1.3,15,20,1.3,0.0,13.6
2019,27,9,8/18/2019,Hamilton,Redwoods,Whipsnakes,37,42,4,0,16,4,17,0.11,0.38,0,21,0.00,2,10,0.20,4,14,0.29,14,34,0.41,35,44,2,18,0.11,8,23,0.35,0,6,0.00,4,10,0.40,0,0,19,0.21,0,11,0,7,0,4,0.00,10,4,9,4,3,26,2,22,27,10,30,9,0.4,-11,4,9.643564756,#DIV/0!,1321,0.46,0.47,L,L,0,-13,15,20,1.3,19,25,1.3,0.0,13.1
2019,28,10,8/24/2019,Albany,Chaos,Atlas,38,40,8,1,12,9,12,0.21,0.30,5,18,0.28,5,19,0.26,3,21,0.14,7,22,0.32,39,41,3,16,0.19,5,22,0.23,2,6,0.33,1,4,0.25,1,6,18,0.17,1,13,2,9,3,4,0.15,10,4,7,4,3,22,5,23,22,6,23,14,0.5,-7,6,9.660384102,#DIV/0!,1158,0.40,0.49,L,L,0,-3,16,23,1.4,18,23,1.3,0.2,16.2
2019,28,10,8/24/2019,Albany,Atlas,Chaos,40,38,12,0,8,12,9,0.30,0.21,5,19,0.26,5,18,0.28,7,22,0.32,3,21,0.14,41,39,5,22,0.23,3,16,0.19,1,4,0.25,2,6,0.33,2,3,16,0.44,1,10,4,7,4,3,0.40,13,2,9,3,4,22,6,23,22,5,23,18,0.7,3,9,10.96784079,#DIV/0!,1339,0.46,0.51,W,W,1,3,18,23,1.3,16,23,1.4,-0.2,13.5
2019,29,10,8/25/2019,Albany,Redwoods,Chrome,48,43,17,1,7,18,7,0.35,0.16,7,26,0.27,4,14,0.29,10,24,0.42,3,17,0.18,50,31,6,29,0.21,4,13,0.31,1,2,0.50,0,2,0.00,5,9,16,0.63,0,7,3,6,4,1,0.43,10,1,6,1,4,28,8,30,16,2,13,10,0.6,11,9,10.36748486,#DIV/0!,1468,0.51,0.53,W,W,1,11,18,32,1.8,15,16,1.1,0.7,15.8
2019,29,10,8/25/2019,Albany,Chrome,Redwoods,43,48,7,0,17,7,18,0.16,0.35,4,14,0.29,7,26,0.27,3,17,0.18,10,24,0.42,31,50,4,13,0.31,6,29,0.21,0,2,0.00,1,2,0.50,1,4,20,0.15,0,10,1,6,1,4,0.10,7,3,6,4,1,16,2,13,28,8,30,18,0.5,-10,6,10.68720313,#DIV/0!,1030,0.36,0.47,L,L,0,-11,15,16,1.1,18,32,1.8,-0.7,12.5
2019,30,10,8/25/2019,Albany,Archers,Whipsnakes,36,33,10,1,7,11,8,0.28,0.21,4,21,0.19,2,28,0.07,6,13,0.46,5,19,0.26,34,47,7,18,0.39,2,27,0.07,1,5,0.20,3,12,0.25,4,6,15,0.40,1,9,0,6,0,3,0.00,7,2,6,2,1,25,7,21,23,4,36,12,0.6,1,4,10.95348151,#DIV/0!,1312,0.46,0.52,W,W,1,3,8,26,3.3,15,32,2.1,1.1,10.4
2019,30,10,8/25/2019,Albany,Whipsnakes,Archers,33,36,7,1,10,8,11,0.21,0.28,2,28,0.07,4,21,0.19,5,19,0.26,6,13,0.46,47,34,2,27,0.07,7,18,0.39,3,12,0.25,1,5,0.20,2,5,15,0.33,2,7,2,6,2,1,0.29,9,0,6,0,3,23,4,36,25,7,21,13,0.6,-3,6,9.139581493,#DIV/0!,1322,0.46,0.48,L,L,0,-3,15,32,2.1,8,26,3.3,-1.1,15.2
2019,31,11,9/6/2019,Columbus,Archers,Redwoods,43,46,11,1,14,12,16,0.26,0.30,4,17,0.24,5,13,0.39,7,24,0.29,9,21,0.43,41,34,8,23,0.35,6,15,0.40,1,7,0.14,1,5,0.20,2,10,14,0.50,1,10,2,9,3,1,0.20,11,6,9,7,2,28,9,31,25,7,21,8,0.4,4,7,10.34143052,#DIV/0!,1210,0.42,0.48,L,L,0,-4,19,22,1.2,22,12,0.5,0.6,14.6
2019,31,11,9/6/2019,Columbus,Redwoods,Archers,46,43,14,2,11,16,12,0.30,0.26,5,13,0.39,4,17,0.24,9,21,0.43,7,24,0.29,34,41,6,15,0.40,8,23,0.35,1,5,0.20,1,7,0.14,4,8,19,0.47,0,11,6,9,7,2,0.55,10,2,9,3,1,25,7,21,28,9,31,15,0.6,4,10,8.817441433,#DIV/0!,1331,0.46,0.52,W,W,1,4,22,12,0.5,19,22,1.2,-0.6,16.1
2019,32,11,9/7/2019,Columbus,Atlas,Chrome,45,41,14,3,8,17,8,0.31,0.20,7,26,0.27,5,24,0.21,7,25,0.28,3,9,0.33,51,33,6,26,0.23,5,21,0.24,3,8,0.38,0,3,0.00,1,5,17,0.41,0,14,4,11,5,4,0.29,6,2,5,2,1,30,8,33,22,5,20,14,0.6,4,8,9.413514998,#DIV/0!,1479,0.51,0.52,W,W,1,9,22,29,1.3,14,19,1.4,0.0,19.4
2019,32,11,9/7/2019,Columbus,Chrome,Atlas,41,45,8,0,14,8,17,0.20,0.31,5,24,0.21,7,26,0.27,3,9,0.33,7,25,0.28,33,51,5,21,0.24,6,26,0.23,0,3,0.00,3,8,0.38,1,3,17,0.18,0,6,2,5,2,1,0.33,14,4,11,5,4,22,5,20,30,8,33,14,0.5,-6,6,9.362097627,#DIV/0!,1046,0.36,0.48,L,L,0,-9,14,19,1.4,22,29,1.3,0.0,13.3
2019,33,11,9/7/2019,Columbus,Whipsnakes,Chaos,40,35,13,2,7,15,7,0.33,0.20,10,34,0.29,2,15,0.13,3,14,0.21,5,13,0.38,48,28,8,26,0.31,2,13,0.15,2,4,0.50,3,6,0.50,2,7,13,0.23,0,12,1,9,1,3,0.08,7,1,5,1,2,26,8,31,19,2,15,12,0.6,3,8,11.74092293,#DIV/0!,1241,0.43,0.53,W,W,1,8,19,29,1.5,14,14,1.0,0.5,13.1
2019,33,11,9/7/2019,Columbus,Chaos,Whipsnakes,35,40,7,0,13,7,15,0.20,0.33,2,15,0.13,10,34,0.29,5,13,0.38,3,14,0.21,28,48,2,13,0.15,8,26,0.31,3,6,0.50,2,4,0.50,0,3,16,0.31,2,7,1,5,1,2,0.14,12,1,9,1,3,19,2,15,26,8,31,16,0.6,-4,4,11.28270655,#DIV/0!,983,0.34,0.47,L,L,0,-8,14,14,1.0,19,29,1.5,-0.5,10.5
2019,34,12,9/14/2019,New York P,Redwoods,Chaos,38,38,11,1,7,12,7,0.29,0.18,7,24,0.29,3,15,0.20,4,11,0.36,4,20,0.20,35,35,6,26,0.23,2,15,0.13,1,1,1.00,1,7,0.14,2,3,17,0.24,1,6,2,5,3,1,0.33,6,1,4,1,2,23,5,21,21,3,18,15,0.7,-2,6,10.2095411,#DIV/0!,1224,0.43,0.50,W,L,0,5,12,23,1.9,12,23,1.9,0.0,11.6
2019,34,12,9/14/2019,New York P,Chaos,Redwoods,38,38,7,0,11,7,12,0.18,0.29,3,15,0.20,7,24,0.29,4,20,0.20,4,11,0.36,35,35,2,15,0.13,6,26,0.23,1,7,0.14,1,1,1.00,0,3,13,0.31,1,6,1,4,1,2,0.17,6,2,5,3,1,21,3,18,23,5,21,10,0.5,-2,5,11.43460404,#DIV/0!,989,0.34,0.50,L,L,0,-5,12,23,1.9,12,23,1.9,0.0,10.9
2019,35,12,9/14/2019,New York P,Chrome,Archers,41,44,9,1,12,10,12,0.22,0.27,6,21,0.29,4,20,0.20,3,14,0.21,8,24,0.33,35,44,6,23,0.26,5,18,0.28,0,3,0.00,4,11,0.36,1,4,19,0.16,0,10,2,7,2,3,0.20,6,2,5,2,1,22,5,22,30,9,29,13,0.5,-7,4,10.91747402,#DIV/0!,1031,0.36,0.48,L,L,0,-2,13,22,1.7,16,28,1.8,-0.1,13.6
2019,35,12,9/14/2019,New York P,Archers,Chrome,44,41,12,0,9,12,10,0.27,0.22,4,20,0.20,6,21,0.29,8,24,0.33,3,14,0.21,44,35,5,18,0.28,6,23,0.26,4,11,0.36,0,3,0.00,3,9,20,0.40,4,6,2,5,2,1,0.33,10,2,7,2,3,30,9,29,22,5,22,13,0.6,0,7,10.9022588,#DIV/0!,1296,0.45,0.52,W,W,1,2,16,28,1.8,13,22,1.7,0.1,14.7
2019,36,13,9/21/2019,Philadelphia,Archers,Atlas,56,40,24,1,7,25,7,0.43,0.18,8,24,0.33,2,8,0.25,16,30,0.53,5,24,0.21,54,32,6,21,0.29,2,15,0.13,5,14,0.36,4,10,0.40,8,10,19,0.84,4,20,12,18,13,3,0.60,11,2,8,2,3,27,9,29,26,5,21,12,0.6,21,10,9.600291822,#DIV/0!,1600,0.56,0.58,W,W,1,18,21,33,1.6,12,20,1.7,-0.1,19.8
2019,36,13,9/21/2019,Philadelphia,Atlas,Archers,40,56,7,0,24,7,25,0.18,0.43,2,8,0.25,8,24,0.33,5,24,0.21,16,30,0.53,32,54,2,15,0.13,6,21,0.29,4,10,0.40,5,14,0.36,1,5,20,0.25,3,11,2,8,2,3,0.18,20,12,18,13,3,26,5,21,27,9,29,14,0.4,-8,7,10.93799665,#DIV/0!,1077,0.37,0.42,L,L,0,-18,12,20,1.7,21,33,1.6,0.1,13.0
2019,37,13,9/21/2019,Philadelphia,Whipsnakes,Redwoods,40,40,11,1,10,12,11,0.28,0.25,5,24,0.21,4,17,0.24,6,14,0.43,6,20,0.30,38,37,5,14,0.36,4,16,0.25,6,17,0.35,2,7,0.29,0,3,17,0.35,4,5,0,6,0,0,0.00,8,2,8,2,0,30,10,28,26,5,24,16,0.6,0,7,11.63541577,#DIV/0!,1214,0.42,0.50,W,L,0,1,14,24,1.7,16,21,1.3,0.4,12.0
2019,37,13,9/21/2019,Philadelphia,Redwoods,Whipsnakes,40,40,10,1,11,11,12,0.25,0.28,4,17,0.24,5,24,0.21,6,20,0.30,6,14,0.43,37,38,4,16,0.25,5,14,0.36,2,7,0.29,6,17,0.35,1,6,17,0.35,1,8,2,8,2,0,0.25,5,0,6,0,0,26,5,24,30,10,28,12,0.5,-1,7,10.77403449,#DIV/0!,1271,0.44,0.50,L,L,0,-1,16,21,1.3,14,24,1.7,-0.4,13.4
2020,1,,7/25/2019,Utah,Redwoods,Whipsnakes,33,42,7,2,13,9,13,0.21,0.31,4,20,0.20,8,19,0.42,3,14,0.21,5,18,0.28,34,37,4,21,0.19,7,19,0.37,1,4,0.25,1,6,0.17,1,4,12,0.25,1,3,0,3,0,0,0.00,15,5,12,5,3,24,6,27,26,6,21,6,0.3,-2,5,9.389488965,11.71428571,1025,0.36,0.44,L,L,0,-4,16,18,1.1,16,21,1.3,-0.2,12.2
2020,1,,7/25/2019,Utah,Whipsnakes,Redwoods,42,33,13,0,7,13,9,0.31,0.21,8,19,0.42,4,20,0.20,5,18,0.28,3,14,0.21,37,34,7,19,0.37,4,21,0.19,1,6,0.17,1,4,0.25,2,7,23,0.22,0,15,5,12,5,3,0.33,3,0,3,0,0,26,6,21,24,6,27,13,0.7,-5,9,10.76913959,12.32222222,1327,0.46,0.56,W,W,1,4,16,21,1.3,16,18,1.1,0.2,15.0
2020,2,,7/25/2020,Utah,Chrome,Chaos,38,31,13,0,9,13,9,0.34,0.29,8,30,0.27,4,16,0.25,5,20,0.25,5,12,0.42,50,28,8,25,0.32,4,14,0.29,2,13,0.15,1,4,0.25,2,6,13,0.38,0,9,2,8,2,1,0.22,6,3,5,3,1,30,10,40,22,6,19,11,0.6,5,9,11.49097404,13.14,1653,0.57,0.55,W,W,1,4,15,35,2.3,14,14,1.0,1.3,13.8
2020,2,,7/25/2020,Utah,Chaos,Chrome,31,38,9,0,13,9,13,0.29,0.34,4,16,0.25,8,30,0.27,5,12,0.42,5,20,0.25,28,50,4,14,0.29,8,25,0.32,1,4,0.25,2,13,0.15,2,4,13,0.38,1,6,3,5,3,1,0.50,9,2,8,2,1,22,6,19,30,10,40,10,0.4,1,5,10.3598868,10.46666667,927,0.32,0.45,L,L,0,-4,14,14,1.0,15,35,2.3,-1.3,11.5
2020,3,,7/26/2020,Utah,Waterdogs,Atlas,41,38,10,0,11,10,11,0.24,0.29,3,14,0.21,5,19,0.26,7,22,0.32,6,22,0.27,36,41,1,9,0.11,6,25,0.24,3,11,0.27,2,6,0.33,4,8,19,0.37,2,9,2,6,2,3,0.22,8,2,8,2,1,19,3,19,24,7,29,12,0.5,-2,5,11.26879431,13.29545455,1060,0.37,0.52,L,W,0,-1,12,24,2.0,24,17,0.7,1.3,14.6
2020,3,,7/26/2020,Utah,Atlas,Waterdogs,38,41,11,0,10,11,10,0.29,0.24,5,19,0.26,3,14,0.21,6,22,0.27,7,22,0.32,41,36,6,25,0.24,1,9,0.11,2,6,0.33,3,11,0.27,1,4,15,0.40,1,8,2,8,2,1,0.25,9,2,6,2,3,24,7,29,19,3,19,13,0.6,2,6,10.95072573,13.65454545,1171,0.41,0.48,W,L,0,1,24,17,0.7,12,24,2.0,-1.3,16.4
2020,4,,7/27/2020,Utah,Atlas,Archers,37,38,9,1,11,10,11,0.24,0.29,3,28,0.11,4,13,0.31,6,16,0.38,7,21,0.33,44,34,6,29,0.21,5,15,0.33,1,5,0.20,2,8,0.25,2,6,17,0.35,1,11,2,8,3,3,0.18,6,2,5,2,1,27,5,32,27,7,24,9,0.5,-2,6,10.11610834,12.73125,1541,0.54,0.49,L,L,0,-1,14,30,2.1,16,18,1.1,1.0,14.7
2020,4,,7/27/2020,Utah,Archers,Atlas,38,37,11,0,9,11,10,0.29,0.24,4,13,0.31,3,28,0.11,7,21,0.33,6,16,0.38,34,44,5,15,0.33,6,29,0.21,2,8,0.25,1,5,0.20,4,8,16,0.44,1,6,2,5,2,1,0.33,11,2,8,3,3,27,7,24,27,5,32,10,0.5,2,6,9.710284212,12.30952381,1113,0.39,0.51,W,W,1,1,16,18,1.1,14,30,2.1,-1.0,13.8
2020,5,,7/28/2020,Utah,Archers,Waterdogs,33,33,9,0,7,9,7,0.27,0.21,4,10,0.40,3,20,0.15,5,13,0.38,4,16,0.25,23,36,4,9,0.44,5,26,0.19,1,4,0.25,1,5,0.20,3,4,16,0.31,1,8,3,7,3,1,0.38,3,1,3,1,0,21,5,14,28,6,33,14,0.7,-2,7,10.46820542,12.92307692,1035,0.36,0.50,W,L,0,2,12,11,0.9,4,32,8.0,-7.1,10.5
2020,5,,7/28/2020,Utah,Waterdogs,Archers,33,33,7,0,9,7,9,0.21,0.27,3,20,0.15,4,10,0.40,4,16,0.25,5,13,0.38,36,23,5,26,0.19,4,9,0.44,1,5,0.20,1,4,0.25,3,7,16,0.25,1,3,1,3,1,0,0.33,8,3,7,3,1,28,6,33,21,5,14,6,0.4,-5,6,10.86262831,14.61875,1553,0.54,0.50,L,L,0,-2,4,32,8.0,12,11,0.9,7.1,11.4
2020,6,,7/28/2020,Utah,Redwoods,Chrome,37,39,9,2,11,11,12,0.24,0.28,4,17,0.24,5,11,0.46,5,17,0.29,6,20,0.30,34,31,6,22,0.27,3,14,0.21,1,3,0.33,0,1,0.00,4,9,18,0.28,1,10,2,8,2,2,0.20,9,5,8,6,2,26,7,24,23,3,17,9,0.5,-4,6,10.89475687,13.47647059,1191,0.41,0.49,L,L,0,-1,11,23,2.1,13,18,1.4,0.7,13.0
2020,6,,7/28/2020,Utah,Chrome,Redwoods,39,37,11,1,9,12,11,0.28,0.24,5,11,0.46,4,17,0.24,6,20,0.30,5,17,0.29,31,34,3,14,0.21,6,22,0.27,0,1,0.00,1,3,0.33,3,8,20,0.30,0,9,5,8,6,2,0.56,10,2,8,2,2,23,3,17,26,7,24,7,0.4,-3,7,11.39695024,14.67,1151,0.40,0.51,W,W,1,1,13,18,1.4,11,23,2.1,-0.7,12.4
2020,7,,7/29/2020,Utah,Chaos,Redwoods,42,43,6,1,7,7,8,0.14,0.16,4,19,0.21,2,20,0.10,2,15,0.13,5,28,0.18,34,48,2,22,0.09,2,24,0.08,2,4,0.50,1,6,0.17,0,3,20,0.10,0,10,2,6,2,4,0.20,7,3,6,4,1,27,2,24,26,2,27,19,0.7,-12,5,12.48554397,12.18666667,1239,0.43,0.49,L,L,0,-1,11,23,2.1,14,34,2.4,-0.3,11.4
2020,7,,7/29/2020,Utah,Redwoods,Chaos,43,42,7,1,6,8,7,0.16,0.14,2,20,0.10,4,19,0.21,5,28,0.18,2,15,0.13,48,34,2,24,0.08,2,22,0.09,1,6,0.17,2,4,0.50,0,10,18,0.28,0,7,3,6,4,1,0.43,10,2,6,2,4,26,2,27,27,2,24,17,0.7,-6,6,10.72143397,13.04642857,1214,0.42,0.51,W,W,1,1,14,34,2.4,11,23,2.1,0.3,15.7
2020,8,,7/30/2020,Utah,Atlas,Whipsnakes,30,38,6,0,14,6,15,0.20,0.37,4,27,0.15,8,25,0.32,2,13,0.15,6,17,0.35,40,42,5,19,0.26,5,22,0.23,1,9,0.11,2,3,0.67,0,4,12,0.17,1,5,0,5,0,0,0.00,6,3,6,3,0,23,6,31,27,10,29,11,0.4,-4,5,11.3301139,10.91538462,1241,0.43,0.44,L,L,0,-9,10,30,3.0,22,20,0.9,2.1,10.7
2020,8,,7/30/2020,Utah,Whipsnakes,Atlas,38,30,14,1,6,15,6,0.37,0.20,8,25,0.32,4,27,0.15,6,17,0.35,2,13,0.15,42,40,5,22,0.23,5,19,0.26,2,3,0.67,1,9,0.11,2,5,13,0.46,1,6,3,6,3,0,0.50,5,0,5,0,0,27,10,29,23,6,31,12,0.7,7,7,9.26878379,10.52941176,1223,0.42,0.56,W,W,1,9,22,20,0.9,10,30,3.0,-2.1,16.6
2020,9,,7/30/2020,Utah,Archers,Chrome,40,33,12,1,11,13,12,0.30,0.33,5,22,0.23,6,14,0.43,7,23,0.30,5,14,0.36,45,28,4,24,0.17,5,17,0.29,4,9,0.44,0,2,0.00,0,2,18,0.39,2,5,2,3,2,2,0.40,6,4,6,5,0,31,9,35,26,6,21,5,0.3,1,8,9.549170788,13.37826087,1549,0.54,0.55,W,W,1,1,18,27,1.5,10,18,1.8,-0.3,16.9
